DATAFLOW,AUDST,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2014-01-01,INR,496730000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2013-12-01,INR,435660000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2013-11-01,INR,407680000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2013-10-01,INR,410180000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2013-09-01,INR,398980000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2013-08-01,INR,408760000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2013-07-01,INR,415351200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2013-06-01,INR,363774100000.00006
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2013-05-01,INR,499960700000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2014,2013,0,2013-04-01,INR,409800199999.99994
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2013-03-01,INR,397449200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2013-02-01,INR,421379500000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2013-01-01,INR,566616800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2012-12-01,INR,503772300000.00006
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2012-11-01,INR,477829800000.00006
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2012-10-01,INR,510301400000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2012-09-01,INR,455013200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2012-08-01,INR,427888300000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2012-07-01,INR,444745800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2012-06-01,INR,443147000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2012-05-01,INR,416546100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2013,2012,0,2012-04-01,INR,423052900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2012-03-01,INR,624991600000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2012-02-01,INR,696169900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2012-01-01,INR,525708200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2011-12-01,INR,394922000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2011-11-01,INR,438720800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2011-10-01,INR,435152000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2011-09-01,INR,543599000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2011-08-01,INR,533006800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2011-07-01,INR,593374300000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2011-06-01,INR,593372500000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2011-05-01,INR,594942600000
