DATAFLOW,AUDST,CURRENCY,FREQ,RANGE_RT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2023,2022,0,2022-09-30,INR,179.2962
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2023,2022,0,2022-09-30,INR,207.50099999999998
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2023,2022,0,2022-09-30,INR,158.7115
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2023,2022,0,2022-09-30,INR,112.36
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2023,2022,0,2022-08-31,INR,190.63830000000002
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2023,2022,0,2022-08-31,INR,209.475
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2023,2022,0,2022-08-31,INR,117.58
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2023,2022,0,2022-08-31,INR,158.6988
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2023,2022,0,2022-08-31,INR,161.4692
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2023,2022,0,2022-07-31,INR,117.25999999999999
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2023,2022,0,2022-07-31,INR,162.5651
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2023,2022,0,2022-07-31,INR,209.76
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2023,2022,0,2022-07-31,INR,191.46460000000002
