DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_MAJ_FR_EXC_RES_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-08-31,USD,4622140000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-08-31,INR,50107520100000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-08-31,SDR,13702166880
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-08-31,INR,387662700000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_TTL,0,2024-08-31,USD,682230750000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-08-31,INR,1547596700000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-08-31,USD,61742210000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-08-31,USD,597414930000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-08-31,USD,18451470000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_GLD,0,2024-07-31,INR,4900323800000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_FR_CURR_ASS,0,2024-07-31,INR,49344050200000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_SDR,0,2024-07-31,SDR,13699009030
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2025,2024,FER_RES_TRN_POS,0,2024-07-31,INR,386791460000
