DATAFLOW,AUDST,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2009,2008,0,2008-08-15,INR,60400000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2009,2008,0,2008-08-15,INR,11.11
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2009,2008,0,2008-08-15,INR,8.92
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2008,2007,0,2008-02-29,INR,10.27
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2008,2007,0,2008-02-29,INR,1391600000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2008,2007,0,2008-02-29,INR,9.22
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2008,2007,0,2008-02-15,INR,1350970000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2008,2007,0,2008-02-15,INR,9.75
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2008,2007,0,2008-02-15,INR,6.83
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2008,2007,0,2007-08-31,INR,6.87
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2008,2007,0,2007-08-31,INR,10.75
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2008,2007,0,2007-08-31,INR,1092240000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2007,2006,0,2006-09-15,INR,18210000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2007,2006,0,2006-09-15,INR,7.13
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2007,2006,0,2006-09-15,INR,8.5
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2007,2006,0,2006-09-15,INR,638640000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2006,2005,0,2006-03-31,INR,6.5
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2006,2005,0,2006-03-31,INR,435680000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2006,2005,0,2006-03-31,INR,90280000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2006,2005,0,2006-03-31,INR,8.94
